Date,base_eq,headline_nocost_eq,headline_realism_on_eq,best_eq,best_lev_realized,best_borrowed,best_trading_cost,best_borrow_cost,spy_px,ma300,gate_ma300
2004-02-09,1.035992570043676,1.0132027853341763,1.0108260569628489,1.0078191042982194,1.0000000000000009,7.911077356907893e-16,1.0010881013045036e-15,1.829456896211735e-19,75.79593658447266,,0
2004-02-10,1.0347706804470773,1.0115532983301725,1.0090780188659734,1.0066112596176597,1.0,0.0,8.881784197001253e-19,0.0,76.04093933105469,,0
2004-02-11,1.0441252599143347,1.0240256577939872,1.021430149397321,1.0157114342962914,1.0,0.0,0.0,0.0,76.84868621826172,,0
2004-02-12,1.040036291335885,1.0189481301673409,1.0162073117589556,1.0117342444454298,1.0,0.0,0.0,0.0,76.57062530517578,,0
2004-02-13,1.03989863346555,1.0187637372429736,1.0159404237397265,1.0115916357318107,1.0,0.0,0.0,0.0,76.226318359375,,0
2004-02-17,1.0442405311036915,1.0242507902370304,1.0213335788336704,1.0158035719883092,1.0,0.0,0.0,0.0,76.91490173339844,,0
2004-02-18,1.0426619959902295,1.0222596259799392,1.0192696478568273,1.0142608802863489,1.0,0.0,0.0,0.0,76.57720184326172,,0
2004-02-19,1.0412582649906001,1.0205058258243729,1.0174505816863608,1.0128964450530464,1.0,0.0,0.0,0.0,76.29252624511719,,0
2004-02-20,1.0360656966479787,1.013871330797641,1.010738000780989,1.0078397536594619,1.0,0.0,0.0,0.0,76.06079864501953,,0
2004-02-23,1.0379604837152683,1.016241866580346,1.0130079443165445,1.009686674721562,1.0,0.0,0.0,0.0,75.8687744140625,,0
2004-02-24,1.037999928778767,1.016306995224061,1.0129082078829637,1.0097344079165356,1.0,0.0,0.0,0.0,75.73639678955078,,0
2004-02-25,1.0410033519096866,1.0203239821899246,1.0168103274908122,1.0126468598819063,1.0,0.0,0.0,0.0,76.05419158935547,,0
2004-02-26,1.0396677262145326,1.0185186734849845,1.0149233590319602,1.011336723102056,1.0,0.0,0.0,0.0,76.10051727294922,,0
2004-02-27,1.044524230317625,1.026119675077736,1.022130950826452,1.0160761245021424,1.0,0.0,0.0,0.0,76.15351867675781,,0
2004-03-01,1.0494993053371422,1.0337634177990496,1.0295864273447104,1.0209078279646833,1.000007711825043,7.871242309383443e-06,7.871242309590464e-06,1.8202449394684612e-09,76.90827941894531,,0
2004-03-02,1.0430981757448987,1.0240200729927658,1.0197376946552457,1.0146823570923098,1.0000000077609343,7.873062535084029e-09,7.87306255434217e-09,1.8206658713226658e-12,76.4580307006836,,0
2004-03-03,1.0430950747655845,1.0240301204617082,1.0195314953404069,1.0146892659704665,1.0000000000077625,7.874783249640425e-12,7.874883301006718e-12,1.8210637909699642e-15,76.59707641601562,,0
2004-03-04,1.0467707579271737,1.0292226220372098,1.0245966602333854,1.0182580626209337,1.0000000000000078,7.892631196264354e-15,7.876588270505635e-15,1.8251911743289265e-18,76.79572296142578,,0
2004-03-05,1.0586482538348612,1.0466616007370866,1.0417770558696542,1.0297610989591668,1.0,0.0,7.993605777301128e-18,0.0,77.05392456054688,,0
2004-03-08,1.0553194504727732,1.042298750307248,1.0371879782305444,1.0265383376962138,1.0,0.0,0.0,0.0,76.11373901367188,,0
2004-03-09,1.056719415359364,1.0444024111689658,1.0390416008777912,1.0279587326128308,1.0,0.0,0.0,0.0,75.80918884277344,,0
2004-03-10,1.0475103038859375,1.0313181300998897,1.0259129832905747,1.0191330295153178,1.0,0.0,0.0,0.0,74.53797149658203,,0
2004-03-11,1.0414680249279251,1.0237359975248914,1.0181411177282818,1.0134317071956442,1.0,0.0,0.0,0.0,73.57132720947266,,0
2004-03-12,1.0451003600375315,1.0282253246744606,1.022455885782029,1.016659198598334,1.0,0.0,0.0,0.0,74.53797149658203,,0
2004-03-15,1.0395632829709913,1.0209020503434028,1.0150743692743647,1.0114269346301112,1.0,0.0,0.0,0.0,73.62430572509766,,0
2004-03-16,1.0466316313038009,1.030244019861164,1.0242336465630686,1.0183474411237785,1.0,0.0,0.0,0.0,74.01494598388672,,0
2004-03-17,1.0516219712516914,1.0363530726554053,1.0301978553286113,1.0230053040722114,1.0,0.0,0.0,0.0,74.84254455566406,,0
2004-03-18,1.0489896587252687,1.0329613594368048,1.0267394386249258,1.0203769828622622,1.0,0.0,0.0,0.0,74.86243438720703,,0
2004-03-19,1.0407767836890396,1.0228955049526829,1.016662653051911,1.0125281950797516,1.0,0.0,0.0,0.0,73.78938293457031,,0
2004-03-22,1.0373344987375557,1.019090267282635,1.012778933133825,1.009442234260399,1.0,0.0,0.0,0.0,72.85259246826172,,0
2004-03-23,1.0373480368361618,1.019186237953575,1.0128139831040557,1.0095207532808044,1.0,0.0,0.0,0.0,72.72631072998047,,0
2004-03-24,1.0374905355050328,1.0193229162675896,1.0129004091503424,1.009632575467761,1.0,0.0,0.0,0.0,72.78614807128906,,0
2004-03-25,1.0423631774334368,1.024761648433532,1.0182430839727683,1.01404568611234,1.0,0.0,0.0,0.0,73.74951934814453,,0
2004-03-26,1.0369897796969516,1.018236348484666,1.0116905765468698,1.0086552241200986,1.0,0.0,0.0,0.0,73.76944732666016,,0
2004-03-29,1.0408099139991536,1.02241344427896,1.0157908599835872,1.0121180717924245,1.0,0.0,0.0,0.0,74.80594635009766,,0
2004-03-30,1.0422157961409253,1.0240439998799935,1.0173507935413189,1.0134568014156564,1.0,0.0,0.0,0.0,75.05840301513672,,0
2004-03-31,1.0453302774635491,1.0278751539618796,1.0210616830397101,1.0165073924800316,1.0,0.0,0.0,0.0,75.144775390625,,0
2004-04-01,1.0467619586743755,1.0296103002625014,1.022713074013464,1.0178856966042185,1.0000136570834173,1.3898135888266266e-05,1.3898135888357422e-05,3.213979512294201e-09,75.59659576416016,,0
2004-04-02,1.0377666221099808,1.018692143041584,1.0117972803963005,1.009214723695481,1.0000000137776077,1.3901349973015318e-08,1.3901349867673218e-08,3.2147227776225356e-12,76.16796112060547,,0
2004-04-05,1.0365492162407448,1.0172746761231202,1.010208445045915,1.0081716472708724,1.000000000013795,1.39046495921763e-11,1.3904564610811577e-11,3.215485823002652e-15,76.58653259277344,,0
2004-04-06,1.0377168520325981,1.0186611759026836,1.0114958467944426,1.009186664554605,1.0000000000000138,1.3953556709366685e-14,1.3907819340630567e-14,3.2267957190864838e-18,76.34071350097656,,0
2004-04-07,1.035299018797452,1.0154443428067985,1.008216873480665,1.0068348543377514,1.0,0.0,1.404432126150823e-17,0.0,76.161376953125,,0
2004-04-08,1.032624805358054,1.0116193755762832,1.0042043247679637,1.0042415295632459,1.0,0.0,0.0,0.0,75.98860931396484,,0
2004-04-12,1.0327958954936725,1.0120083750455775,1.0044252025369544,1.004497113249254,1.0,0.0,0.0,0.0,76.28759002685547,,0
2004-04-13,1.0199539197744143,0.9924905611766031,0.9848920201955457,0.9919634084098192,0.9999999999999999,0.0,0.0,0.0,75.21786499023438,,0
2004-04-14,1.0203439392275246,0.9930368248447106,0.9851365686376781,0.9923735446052588,1.0000000000000002,1.4877321436900612e-16,2.220446049250313e-19,3.4404186777582776e-20,75.33747100830078,,0
2004-04-15,1.0153985140565638,0.9861903417335042,0.978148414271063,0.9875918641253767,1.0,0.0,1.6653345369377348e-19,0.0,75.05175018310547,,0
2004-04-16,1.0212374562650923,0.9946961239627685,0.9864244503832078,0.993324867157009,1.0,0.0,0.0,0.0,75.62982940673828,,0
2004-04-19,1.02015073780569,0.9932704531862697,0.984829885886124,0.9922994873088591,1.0,0.0,0.0,0.0,75.62982940673828,,0
2004-04-20,1.0069374956540746,0.9741838611235815,0.9657187720897822,0.979329267631396,1.0,0.0,0.0,0.0,74.36078643798828,,0
2004-04-21,1.012780126468291,0.9813334832755789,0.9725357201562657,0.9850355824088978,1.0,0.0,0.0,0.0,74.8591079711914,,0
2004-04-22,1.022894724743409,0.9932470801193252,0.9842425965752678,0.9949844638444786,1.0,0.0,0.0,0.0,75.90885162353516,,0
2004-04-23,1.0204824033969846,0.9908080307020671,0.9816974848023938,0.9927437170004518,1.0,0.0,0.0,0.0,75.98191833496094,,0
2004-04-26,1.020618636326958,0.9908956747339857,0.9817348282111003,0.992822498877106,1.0,0.0,0.0,0.0,75.87562561035156,,0
2004-04-27,1.0230053562771422,0.9934581416705265,0.9842294180892024,0.9950951466557897,1.0,0.0,0.0,0.0,75.94210815429688,,0
2004-04-28,1.0115997784661908,0.9807745040017144,0.9716223285943626,0.9839428199261158,1.0,0.0,0.0,0.0,74.95874786376953,,0
2004-04-29,1.0046847414665119,0.9735998352022326,0.964423104340537,0.9771586078817819,1.0,0.0,0.0,0.0,74.30101776123047,,0
2004-04-30,1.0028268949389922,0.9715206051057594,0.9623470938355411,0.9751860598274884,1.0,0.0,0.0,0.0,73.72293853759766,,0
2004-05-03,1.0088361780818096,0.9777306364131417,0.9684605881802427,0.981007630431574,1.0000225066163717,2.2074057713524256e-05,2.2074057713597328e-05,5.104682369983425e-09,74.51359558105469,,0
2004-05-04,1.0049848318485102,0.9738013729314685,0.9645464932230033,0.9772764153323126,1.0000000225977705,2.2079162296511398e-08,2.2079162395993724e-08,5.105862817870204e-12,74.45380401611328,,0
2004-05-05,1.0068184183040887,0.9757079209649322,0.9664190514530394,0.9790942020983525,1.000000000022561,2.20842910304322e-11,2.2084268136435272e-11,5.107048850722235e-15,74.93213653564453,,0
2004-05-06,1.001148276863046,0.969903402357863,0.960655860639156,0.9735443858003195,1.0000000000000226,2.2101589158189362e-14,2.2089385876000734e-14,5.111049087060369e-18,74.2877197265625,,0
2004-05-07,0.9863045133768125,0.9549582654540287,0.9458335070212853,0.9590942657014653,1.0000000000000002,9.081109550587429e-17,2.2037927038809358e-17,2.1000298370322013e-20,73.05852508544922,,0
2004-05-10,0.9800850561961364,0.9492811058423678,0.9401155618836433,0.9530174840516097,1.0,0.0,1.1102230246251566e-19,0.0,72.30778503417969,,0
2004-05-11,0.9864621273363333,0.9550563610350068,0.9458312958360514,0.9592251077816346,1.0,0.0,0.0,0.0,72.91900634765625,,0
2004-05-12,0.9863401537304471,0.9549767293333031,0.9457368645807749,0.9591409964193351,1.0,0.0,0.0,0.0,73.38412475585938,,0
2004-05-13,0.9823973879371432,0.9513412873882228,0.9421356798374184,0.9553050203796563,1.0,0.0,0.0,0.0,73.07847595214844,,0
2004-05-14,0.98664051475454,0.9552213765161919,0.9459756305918254,0.9593873289815984,1.0,0.0,0.0,0.0,73.11170196533203,,0
2004-05-17,0.9867945051909961,0.9553009683925472,0.9460445263547286,0.9594701583204095,1.0,0.0,0.0,0.0,72.48713684082031,,0
2004-05-18,0.9873573543335898,0.9558231283643797,0.946560028932018,0.9600145045071389,1.0,0.0,0.0,0.0,72.85259246826172,,0
2004-05-19,0.9840156947637152,0.9524330598952429,0.9431124194434573,0.9567650912889908,1.0,0.0,0.0,0.0,72.60013580322266,,0
2004-05-20,0.989397499269523,0.9580574628634256,0.9486326528681486,0.9619898168121099,1.0,0.0,0.0,0.0,72.8326644897461,,0
2004-05-21,0.988265880931671,0.9567965180119646,0.947279917921934,0.9608935678634887,1.0,0.0,0.0,0.0,72.9588623046875,,0
2004-05-24,0.9919070015001974,0.96087146663844,0.9512803053151726,0.9644359395941902,1.0,0.0,0.0,0.0,73.26447296142578,,0
2004-05-25,1.000464871008122,0.9702896387910277,0.9605542080159759,0.9727833860597124,1.0,0.0,0.0,0.0,74.31426239013672,,0
2004-05-26,1.0048862150242504,0.9748337591742056,0.9649725089248229,0.9770728899840415,1.0,0.0,0.0,0.0,74.57342529296875,,0
2004-05-27,1.0116564302918956,0.9822478592141087,0.9722160535604116,0.9836452136260314,1.0,0.0,0.0,0.0,74.99198150634766,,0
2004-05-28,1.0102154561444325,0.980676034488487,0.9706279395233303,0.9822552347527476,1.0,0.0,0.0,0.0,74.98536682128906,,0
2004-06-01,1.0049184905748636,0.9748449187016451,0.9648157362966862,0.9770952661159842,1.0000098350114757,9.607521391060151e-06,9.607521391080231e-06,2.2217639230931105e-09,74.88567352294922,,0
2004-06-02,1.005504754591892,0.9755068120239238,0.9654350007981732,0.9776773715382422,1.0000000098314286,9.609743079278375e-09,9.609743155059025e-09,2.22227769418252e-12,75.16472625732422,,0
2004-06-03,1.0019273958814978,0.9714617403472419,0.9613850951445209,0.9741600326724501,1.0000000000098692,9.611987530294386e-12,9.61196533477704e-12,2.222796729227205e-15,74.47372436523438,,0
2004-06-04,1.0029720154777584,0.9726320014302821,0.9625027548134137,0.9751852440761827,1.00000000000001,9.6261990034912e-15,9.614198326346469e-15,2.226083168794445e-18,75.06505584716797,,0
2004-06-07,1.010729368162331,0.9815339781318236,0.971245035756869,0.9827883811875606,1.0,0.0,9.658940314238863e-18,0.0,76.20784759521484,,0
2004-06-08,1.0123642950141065,0.9838065381569214,0.9731416193296621,0.9843746708735484,1.0,0.0,0.0,0.0,76.31417083740234,,0
2004-06-09,1.0054789289093546,0.9733044226349413,0.9625039381926376,0.9776412470328171,1.0,0.0,0.0,0.0,75.60320281982422,,0
2004-06-10,1.0089428342392956,0.9782810039833033,0.9672316648819443,0.9810280039764521,1.0,0.0,0.0,0.0,75.9753189086914,,0
2004-06-14,0.9999329111585792,0.9654430113715526,0.9544277952103057,0.9722538563384814,1.0,0.0,0.0,0.0,75.22451782226562,,0
2004-06-15,1.014043378099764,0.9835661383707809,0.9721409858903041,0.9858812625692507,1.0,0.0,0.0,0.0,75.75603485107422,,0
2004-06-16,1.0119885841587881,0.9812887914348165,0.9696777749773822,0.9838954909462743,1.0,0.0,0.0,0.0,75.74275207519531,,0
2004-06-17,1.0145575582716124,0.9840911296677716,0.9724058703334504,0.9863598215853726,1.0,0.0,0.0,0.0,75.62982940673828,,0
2004-06-18,1.0144110725278617,0.983939237950419,0.9722239730845152,0.9862261988352765,1.0,0.0,0.0,0.0,75.77255249023438,,0
2004-06-21,1.0128599801529752,0.9821785576848725,0.9704290918413401,0.9847039215763793,1.0,0.0,0.0,0.0,75.48576354980469,,0
2004-06-22,1.0138780383259989,0.9833506066553771,0.9715416195105174,0.9857101894440934,1.0,0.0,0.0,0.0,75.86587524414062,,0
2004-06-23,1.019229624127054,0.9894727633453586,0.9775456200105362,0.9909400127116417,1.0,0.0,0.0,0.0,76.5193862915039,,0
2004-06-24,1.0207173562596208,0.9910921098177479,0.9790996595330947,0.9923340427581961,1.0,0.0,0.0,0.0,76.279296875,,0
2004-06-25,1.018755151868892,0.9887392025545044,0.9766669853668919,0.9904066043151525,1.0,0.0,0.0,0.0,75.91255187988281,,0
2004-06-28,1.011801632634243,0.9804683273109485,0.9684406287470086,0.9836601212303617,1.0,0.0,0.0,0.0,75.6524429321289,,0
2004-06-29,1.0170947999705071,0.9866929661246627,0.9745265393935887,0.9887981003028385,1.0,0.0,0.0,0.0,75.96590423583984,,0
2004-06-30,1.0250382352421123,0.9958477410913545,0.9835023550357835,0.9965050911860474,1.0,0.0,0.0,0.0,76.3726577758789,,0
2004-07-01,1.0188827343931774,0.9888270483533304,0.9765146358843991,0.9905170222090015,1.0000039511982304,3.9128242546954845e-06,3.912824254771852e-06,9.048506282354306e-10,75.31238555908203,,0
2004-07-02,1.0239831974149507,0.9944645916949135,0.9820076394861788,0.9955189528843575,1.0000000039322547,3.913729075371277e-09,3.913729105353702e-09,9.050598703336282e-13,75.27236938476562,,0
2004-07-06,1.018643015927393,0.9886496140081132,0.9762324333635384,0.9903747598419044,1.0000000000039535,3.914652494594456e-12,3.9146341168638796e-12,9.052734133935333e-16,74.61222839355469,,0
2004-07-07,1.0203264721334016,0.9904203959827161,0.9779255841121901,0.9919896600109558,1.000000000000004,3.938739323095323e-15,3.915534563248002e-15,9.108435541620725e-19,74.832275390625,,0
2004-07-08,1.017083494214606,0.9868922640301618,0.9743670346909532,0.9888955466174872,1.0000000000000002,5.775536104762544e-17,3.885780586188048e-18,1.3356075132992427e-20,74.31214141845703,,0
2004-07-09,1.0189498867629814,0.9889253810848894,0.9763341120439122,0.9906954225682266,0.9999999999999999,0.0,1.6653345369377348e-19,0.0,74.5055160522461,,0
2004-07-12,1.019901933327641,0.9900276959302211,0.9773327834881178,0.9916301021898725,1.0000000000000002,1.1366844641263505e-16,2.220446049250313e-19,2.6286119296973826e-20,74.53886413574219,,0
2004-07-13,1.0187583354269625,0.9886653762302438,0.9759368501048031,0.9904832039324498,1.0,0.0,1.6653345369377348e-19,0.0,74.59219360351562,,0
2004-07-14,1.0173919001525107,0.9869809762756698,0.9741005734088761,0.9891839254423096,1.0,0.0,0.0,0.0,74.36547088623047,,0
2004-07-15,1.0146508330106292,0.9827021767538991,0.969385972738997,0.9865898460460336,1.0,0.0,0.0,0.0,73.88538360595703,,0
2004-07-16,1.0209728025849902,0.9930260127166419,0.9794128606645214,0.9928957452122247,1.0,0.0,0.0,0.0,73.82535552978516,,0
2004-07-19,1.0191647373636563,0.9903902550061863,0.9766137878979947,0.991210729790712,1.0,0.0,0.0,0.0,73.51192474365234,,0
2004-07-20,1.0210492640051116,0.992696980066273,0.9787520286202948,0.9926959630224429,1.0,0.0,0.0,0.0,74.44548797607422,,0
2004-07-21,1.010244219209286,0.9766015329091268,0.9627529379201163,0.9823588998833255,1.0,0.0,0.0,0.0,73.07183074951172,,0
2004-07-22,1.01234377226006,0.9792984494749226,0.9651188112008577,0.9843814210213286,1.0,0.0,0.0,0.0,73.27188873291016,,0
2004-07-23,1.0097791898469168,0.9760992031013078,0.9618417510123303,0.9820531611813024,1.0,0.0,0.0,0.0,72.65839385986328,,0
2004-07-26,1.0064295056564838,0.9715666546190236,0.9572881758421772,0.9787481659317199,1.0,0.0,0.0,0.0,72.51837158203125,,0
2004-07-27,1.0043638604398832,0.9683279917959893,0.954004297646933,0.9763673822625984,1.0,0.0,0.0,0.0,73.19853210449219,,0
2004-07-28,1.0059336715107536,0.970457821729902,0.9559449806900688,0.9778627260967289,1.0,0.0,0.0,0.0,73.41856384277344,,0
2004-07-29,1.0092265208978666,0.9751678566458878,0.9604218180642663,0.9810438735169791,1.0,0.0,0.0,0.0,73.73197174072266,,0
2004-07-30,1.0163730914242424,0.9865355414451772,0.9713482107043314,0.9880790086276846,1.0,0.0,0.0,0.0,73.91204071044922,,0
2004-08-02,1.0180917447966702,0.9891384285983125,0.9737283094838317,0.9897261284715356,1.0000239350737232,2.368369093656326e-05,2.3683690936615932e-05,5.476914174503563e-09,74.06546783447266,,0
2004-08-03,1.0162009513589791,0.9861591870034949,0.970596807215284,0.9878857534027583,1.0000000239852087,2.3689167861768645e-08,2.3689167850726724e-08,5.4781807274817454e-12,73.49191284179688,,0
2004-08-04,1.0163949699099506,0.9864787192176909,0.9706982959878078,0.9880758982437805,1.0000000000239861,2.36946654877625e-11,2.3694646023031398e-11,5.47945206757027e-15,73.48526763916016,,0
2004-08-05,1.0095334957713666,0.9752975476733974,0.9595313733987572,0.9814604682597021,1.0000000000000242,2.3692141503206938e-14,2.3700152951278143e-14,5.4788683896787786e-18,72.28498840332031,,0
2004-08-06,1.0108087218504067,0.9776421665307437,0.9616071049687379,0.9829360921259948,1.0000000000000002,7.351769750529835e-17,2.3647750424515834e-17,1.7001155800509795e-20,71.25135803222656,,0
2004-08-09,1.0097637466589817,0.975901888113931,0.9597544074814006,0.9818456973368749,0.9999999999999999,0.0,1.6653345369377348e-19,0.0,71.35140991210938,,0
2004-08-10,1.01445800980868,0.9828307173460501,0.966430878349659,0.9861790564112128,1.0000000000000002,1.294344279509755e-16,2.220446049250313e-19,2.99320428987293e-20,72.27162170410156,,0
2004-08-11,1.0156153660608893,0.9846649613907461,0.9680575717817734,0.9873677291861513,1.0,0.0,1.6653345369377348e-19,0.0,72.12493133544922,,0
2004-08-12,1.0111358890460975,0.978175329163097,0.9615544859388616,0.9831636399709985,1.0,0.0,0.0,0.0,71.33805847167969,,0
2004-08-13,1.0137677880646272,0.9820767576230501,0.9652442899433983,0.9857416209169174,1.0,0.0,0.0,0.0,71.47808837890625,,0
2004-08-16,1.0172613000786368,0.9871661263157725,0.9700317712222771,0.9889297214977477,1.0,0.0,0.0,0.0,72.21829223632812,,0
2004-08-17,1.0230131963459224,0.9959557736135307,0.9785157119267872,0.9945219404052019,1.0,0.0,0.0,0.0,72.62504577636719,,0
2004-08-18,1.02579896406038,0.9997775638492227,0.982095858240404,0.9970511522642884,1.0,0.0,0.0,0.0,73.37191009521484,,0
2004-08-19,1.025553460379706,0.9994155823630902,0.9812128572413872,0.9968558143832257,1.0,0.0,0.0,0.0,73.15850067138672,,0
2004-08-20,1.0286794312599854,1.0049178270626289,0.9864191028970453,0.9998193650364933,1.0,0.0,0.0,0.0,73.67200469970703,,0
2004-08-23,1.0244032848059965,0.9970339576297926,0.9784521186516327,0.9956388985887615,1.0,0.0,0.0,0.0,73.48526763916016,,0
2004-08-24,1.025398772597773,0.9988116546212807,0.9799673585145108,0.9966012588054621,1.0,0.0,0.0,0.0,73.58529663085938,,0
2004-08-25,1.0306700630089782,1.0084335571270697,0.9891704403791388,1.0017031254863091,1.0,0.0,0.0,0.0,74.0854263305664,,0
2004-08-26,1.0335928667405416,1.0136926700792648,0.9940870897589797,1.004575913807142,1.0,0.0,0.0,0.0,74.0854263305664,,0
2004-08-27,1.03486409860929,1.0159172697672034,0.996069209160494,1.0057841796864464,1.0,0.0,0.0,0.0,74.31883239746094,,0
2004-08-30,1.0330361321998847,1.0125207108141474,0.9923548925582186,1.0040873315687686,1.0,0.0,0.0,0.0,73.705322265625,,0
2004-08-31,1.0389440132182848,1.0238485669078816,1.00320609038722,1.0098385160606467,1.0,0.0,0.0,0.0,74.09209442138672,,0
2004-09-01,1.0404610256940428,1.0266670431450078,1.0057042720073452,1.011293649485122,1.000019164270581,1.9376224333977466e-05,1.937622433395886e-05,4.480801492781234e-09,74.23213195800781,,0
2004-09-02,1.0412361852040446,1.0281205042240225,1.0069159638880665,1.0120516494796483,1.0000000191543454,1.9380705197861227e-08,1.9380705135407794e-08,4.481837704028236e-12,75.07230377197266,,0
2004-09-03,1.0391699378423553,1.0234801909707008,1.0025273768338125,1.0100199351784485,1.0000000000191973,1.9385100497939864e-11,1.938518712218951e-11,4.482854128426205e-15,74.76557922363281,,0
2004-09-07,1.0420591406435091,1.0297238045091825,1.0079335429939915,1.0128623904822371,1.000000000000019,1.9371917235650984e-14,1.938960103586851e-14,4.479805465264304e-18,75.25906372070312,,0
2004-09-08,1.0451598933048938,1.0363023453012141,1.0135540087175055,1.015806077076942,1.0,7.783429326700197e-17,1.9317880628477726e-17,1.7999379623654617e-20,75.07230377197266,,0
2004-09-09,1.0427206478862006,1.0308826584150603,1.008604547412775,1.0134459992771387,1.0,7.785229264662562e-17,0.0,1.800354202628253e-20,75.00564575195312,,0
2004-09-10,1.0461885480609068,1.0383136745649828,1.0151071513160237,1.0168326966262784,1.0,7.78702961886519e-17,0.0,1.800770539147671e-20,75.3924560546875,,0
2004-09-13,1.0501819344978047,1.0477790280043087,1.0226039717125461,1.0207081893341718,1.0,7.788830389404337e-17,0.0,1.801186971945975e-20,75.63912200927734,,0
2004-09-14,1.0517872437028948,1.0515738410798965,1.0254967460576287,1.0222735377895087,1.0,7.790631576376283e-17,0.0,1.8016035010454305e-20,75.79252624511719,,0
2004-09-15,1.0466069659133639,1.0391447432346006,1.01509855004764,1.0172103032620092,1.0,7.792433179877328e-17,0.0,1.8020201264683064e-20,75.21903991699219,,0
2004-09-16,1.0541139100170462,1.0555940995523387,1.0293489187303049,1.0244732579698748,1.0,7.794235200003796e-17,0.0,1.8024368482368784e-20,75.44574737548828,,0
2004-09-17,1.0537302663173949,1.054854170643684,1.0283828128959345,1.024117920070543,1.0,7.796037636852033e-17,0.0,1.8028536663734263e-20,75.76654052734375,,0
2004-09-20,1.054039449603513,1.055367300697841,1.0286393781133443,1.0243646923044911,1.0,7.797840490518406e-17,0.0,1.8032705809002356e-20,75.3111801147461,,0
2004-09-21,1.057883533651419,1.063182454374913,1.0359073328722,1.028102020283094,1.0,7.799643761099306e-17,0.0,1.8036875918395966e-20,75.63925170898438,,0
2004-09-22,1.0567638285700267,1.0606535500444505,1.0334033138741767,1.0269818093396,1.0,7.801447448691146e-17,0.0,1.8041046992138055e-20,74.69513702392578,,0
2004-09-23,1.0518002175896377,1.0499982892280741,1.0234660877651236,1.0221641841005669,1.0,7.80325155339036e-17,0.0,1.8045219030451628e-20,74.29335021972656,,0
2004-09-24,1.0548657531637249,1.056160862830834,1.0291527914382699,1.0251271922624696,1.0,7.805056075293405e-17,0.0,1.8049392033559743e-20,74.63484954833984,,0
2004-09-27,1.0538061388161386,1.0541029167181593,1.026927009961043,1.0241398962226254,1.0,7.806861014496761e-17,0.0,1.805356600168551e-20,74.15941619873047,,0
