AnnReturn,AnnVol,Sharpe,MaxDD,ForcedLiqDays,AvgLev,AvgBorrowed,AvgTurnover,BandActive,ma,band,gate_mode
0.06523643507853105,0.10457198203403419,0.6566679124728051,-0.24790140647111347,0.0,1.3127958609995116,0.8286483071708156,0.0422677928953926,0.7842345505617978,200,0.0,simple
0.066793878383413,0.10463483437550693,0.6703000626261371,-0.24803166131089172,0.0,1.3124033049009423,0.8492221828113942,0.039465542549854835,0.7756320224719101,200,0.0,hyst
0.06563975885960383,0.10458685758935508,0.6602091650283705,-0.24740827267755094,0.0,1.3128167238774435,0.8314124143610568,0.04049760473035846,0.4262640449438202,200,0.02,simple
0.06721579933834376,0.10464761113189565,0.674009932305793,-0.24752992102473925,0.0,1.312416601491851,0.8522675304086241,0.037699803715572716,0.4195926966292135,200,0.02,hyst
0.06610190948627914,0.10460040939740985,0.6642834367013469,-0.25069638253576054,0.0,1.3126877758496156,0.8357327330315605,0.038142820515447255,0.304248595505618,200,0.04,simple
0.06782526497774777,0.10461762338235045,0.6796312990023312,-0.25080980280558784,0.0,1.311752315089383,0.8587654582172927,0.035345735612562795,0.29810393258426965,200,0.04,hyst
0.06666149788289011,0.10469331644701906,0.6688004056186061,-0.25666357245169646,0.0,1.3136821928141484,0.8455243190939008,0.036080609067956085,0.23490168539325842,200,0.06,simple
0.06820235559897259,0.10473782199073613,0.6823439278908371,-0.25677608948247,0.0,1.313045569235741,0.8658451829753452,0.03334204893335814,0.2285814606741573,200,0.06,hyst
0.06714218028715346,0.10490258458409235,0.6719660263316959,-0.2500593514710604,0.0,1.3142106392833435,0.8441077446796762,0.03453428797404646,0.19364466292134833,200,0.08,simple
0.06873594574445674,0.10493931800746183,0.6859898503780151,-0.25030471904741636,0.0,1.3135708393421994,0.8655988167856302,0.03182980664499106,0.1876755617977528,200,0.08,hyst
0.06750814995565846,0.1050043106377069,0.6746846514216647,-0.25084915403065866,0.0,1.3146778331064741,0.8423461847572531,0.03211711113167214,0.15572331460674158,200,0.1,simple
0.06906824259298805,0.10507589284633119,0.6881957172222534,-0.25110507347484845,0.0,1.314421632880975,0.8628285030380293,0.029422945743492846,0.14975421348314608,200,0.1,hyst
0.06814321546325974,0.10524126384124725,0.6790571586456537,-0.25108676375885974,0.0,1.3165349426572337,0.852624240676174,0.03047876615329845,0.13114466292134833,200,0.12,simple
0.06967196743905846,0.10534028793919052,0.6920956167247837,-0.2513426020325479,0.0,1.316380979386077,0.8728886058745412,0.02788239811562556,0.12587780898876405,200,0.12,hyst
0.06811131174949359,0.10540415739440695,0.6778884023621994,-0.25060959537657335,0.0,1.317616619684707,0.8519417050011981,0.02945845106094556,0.11604634831460674,200,0.14,simple
0.06944647199223075,0.1055076542628626,0.6891689154366996,-0.25087152057454154,0.0,1.3174884198520798,0.8691800720438728,0.026723829034985127,0.10990168539325842,200,0.14,hyst
0.0697880602208718,0.10536158957442103,0.6930064195859166,-0.25203118934440794,0.0,1.3184957426529174,0.8723937545765515,0.028031394547029787,0.10129915730337079,200,0.16,simple
0.07135614767658005,0.10546863866293363,0.7062989179956827,-0.2520311893444086,0.0,1.318523751471774,0.8938499614263666,0.025366711154552853,0.09515449438202248,200,0.16,hyst
0.06975244372979272,0.1057729276132196,0.6904052814152648,-0.2483456366213086,0.0,1.3204646239482463,0.8673505093904663,0.026751955069409587,0.08830758426966293,200,0.18,simple
0.07151244265839307,0.10591639934711812,0.7051350740533598,-0.24834563662130849,0.0,1.32084300115615,0.8923904994472622,0.024112632473852535,0.08268960674157304,200,0.18,hyst
0.06889255802328376,0.10609435211555615,0.6810594149298331,-0.26682115787149996,0.0,1.3201335707978916,0.8734309897533045,0.026332140844364478,0.07952949438202248,200,0.2,simple
0.07004806518225193,0.10622023948021744,0.6905505549741157,-0.26682115787150085,0.0,1.3204793132084562,0.8904740060426195,0.02371581694831667,0.0742626404494382,200,0.2,hyst
0.07188044744659305,0.10616338991767371,0.7069772638599363,-0.2520825187635274,0.0,1.32448007225375,0.8816524685529918,0.024651226291695773,0.06934691011235955,200,0.22,simple
0.07323602779478677,0.10635989463286763,0.7177509129773099,-0.25117663982929916,0.0,1.3255813599622241,0.903393413909949,0.022253820915349085,0.06495786516853932,200,0.22,hyst
0.06972452650309657,0.10670657966981445,0.6850464771221735,-0.26234168492822574,0.0,1.3242581173764874,0.8556841232134786,0.024482196935670532,0.06601123595505617,200,0.24,simple
0.07166552648749902,0.10680353797636939,0.7014957883864296,-0.25894151125545606,0.0,1.324316436265771,0.8821012150646054,0.021846267243304022,0.0605688202247191,200,0.24,hyst
0.06943812033997654,0.10718851024243146,0.6799576229431581,-0.2663450375444041,0.0,1.3240455256249906,0.8728481525992204,0.02364553189420637,0.05898876404494382,200,0.26,simple
0.07095345588360691,0.1074147206981421,0.6919356488065063,-0.26634503754440186,0.0,1.3250726179511523,0.8956280103717889,0.021325667722679,0.054775280898876406,200,0.26,hyst
0.0703060408025018,0.10705991563336552,0.6882263183660695,-0.2732756185708607,0.0,1.3258329724267068,0.8849995872511909,0.022717575208397026,0.05530196629213483,200,0.28,simple
0.07204678614228266,0.10725668985408049,0.7023129509530992,-0.27327561857085936,0.0,1.3282016486340829,0.9139850134233919,0.020257246022214185,0.05038623595505618,200,0.28,hyst
0.06744513578349665,0.10724395722807877,0.6622645845160389,-0.25669986876349593,0.0,1.3276191807767708,0.8626827571230233,0.022573262137477547,0.051264044943820225,200,0.3,simple
0.06932678337322185,0.10737453110135899,0.6779932391183391,-0.25669986876349515,0.0,1.3282298912449293,0.8909562315955588,0.020255766643661386,0.046875,200,0.3,hyst
0.06745555241152368,0.10479950587826821,0.6753300457205607,-0.24707600910454053,0.0,1.313866291199038,0.8636393322855169,0.03959560706584536,0.7905547752808989,300,0.0,simple
0.06708298127388646,0.10478372552442419,0.6720839715081909,-0.2470760091045412,0.0,1.312480096868435,0.8563884337729619,0.03875167252470266,0.7865168539325843,300,0.0,hyst
0.06783795372593326,0.10481029901706573,0.6786889921804963,-0.24650688951732969,0.0,1.3138371311576944,0.8662036052867266,0.03780134527482153,0.42837078651685395,300,0.02,simple
0.0675242317899174,0.10480398035977818,0.6759194268222235,-0.24650688951732858,0.0,1.3125945004324384,0.859629088486306,0.036959400149927164,0.425561797752809,300,0.02,hyst
0.0685622105209267,0.10477403045274057,0.6853598001417517,-0.24979115045673872,0.0,1.3131680356737743,0.8746554708287084,0.03534520971771763,0.30337078651685395,300,0.04,simple
0.06819376772007057,0.10476578962067755,0.6821132346293346,-0.24979115045673972,0.0,1.3119049072967648,0.8673897023190406,0.03453404043810331,0.3010884831460674,300,0.04,hyst
0.06921163307879241,0.10491995378854961,0.6903447102341381,-0.2548238450610547,0.0,1.3147588315366008,0.885588895354001,0.03324497124818231,0.2322682584269663,300,0.06,simple
0.06882928010747325,0.1049076325175222,0.6870036193149414,-0.2548238450610548,0.0,1.3133936633766765,0.8778529662160584,0.0324194929676468,0.22945926966292135,300,0.06,hyst
0.06971329861282838,0.10511540053300955,0.6937146441080019,-0.2496871846336376,0.0,1.3149355658817232,0.8846921068731869,0.03176394377348268,0.19030898876404495,300,0.08,simple
0.06943905876747603,0.10512334284174271,0.6912306461124149,-0.24968718463363715,0.0,1.3139430351244656,0.8785931432654176,0.030922272986505024,0.1873244382022472,300,0.08,hyst
0.07011412359478308,0.10526279672300928,0.6964522591159555,-0.25266138654954984,0.0,1.316206027144244,0.8837184383463703,0.02931767736470309,0.15150983146067415,300,0.1,simple
0.06965070613308977,0.105257936706297,0.6923639498104308,-0.2526613865495505,0.0,1.315014766664779,0.8753817127499143,0.0285833256251346,0.14992977528089887,300,0.1,hyst
0.07076005321947143,0.10550089851760919,0.7008419160427547,-0.2513426020325482,0.0,1.3174992458534227,0.8941822805516094,0.02756330461128539,0.12622893258426968,300,0.12,simple
0.07038766620802472,0.10549328074247473,0.6975871064822884,-0.2513426020325482,0.0,1.316416853758173,0.8854989289427762,0.02680448598685197,0.12429775280898876,300,0.12,hyst
0.07084491658291703,0.10565910045368164,0.7007022084520328,-0.2493518259011981,0.0,1.3186462986970806,0.8908073813288062,0.026553727123643376,0.11060393258426966,300,0.14,simple
0.07049967709070604,0.10564454331596056,0.6977315025164518,-0.2493518259011981,0.0,1.3174582642705122,0.8830730666494504,0.025767621338983925,0.10884831460674158,300,0.14,hyst
0.07188472092715448,0.10571782204819777,0.7095526952772226,-0.24546199930753954,0.0,1.320366020856126,0.9088617683477386,0.0252612722986739,0.09620786516853932,300,0.16,simple
0.07146133823674061,0.10569280085999525,0.7059570623175513,-0.2454619993075412,0.0,1.318928782684557,0.8993442981864974,0.024621398576019655,0.09497893258426966,300,0.16,hyst
0.07239988098399208,0.10615250995070953,0.7116041933634774,-0.24682226542392727,0.0,1.322534819704526,0.9077477613935463,0.023967923192127222,0.08321629213483146,300,0.18,simple
0.07224570486825632,0.10615711337307601,0.710222651390933,-0.24682226542392716,0.0,1.3212760682027496,0.9030305057894087,0.02343675952520143,0.08251404494382023,300,0.18,hyst
0.07085848859658728,0.10636908015027514,0.6968514364983073,-0.2661006650756458,0.0,1.322612002053111,0.911959954918512,0.023509807097315948,0.07461376404494383,300,0.2,simple
0.07045706587411815,0.10634935669299546,0.693434314441657,-0.2661006650756458,0.0,1.3206211421453242,0.9085182344941689,0.023012448122054857,0.07391151685393259,300,0.2,hyst
0.07349904443552968,0.10663420939366293,0.7184759676832764,-0.26103063651948455,0.0,1.3269019172015912,0.9246287866079501,0.022115474093712676,0.06530898876404495,300,0.22,simple
