BorrowAnnual,AnnReturn,AnnVol,Sharpe,MaxDD,ForcedLiqDays,AvgLev,AvgBorrowed,AvgTurnover,ΔAnnReturn_vs_Base,ΔMaxDD_vs_Base
0.02,0.0878695682844226,0.1061705320142056,0.8464128193512162,-0.2448326598248456,0.0,1.3211754131132305,1.112495814255765,0.02344364688663093,0.008073143921621506,0.040155255565751835
0.04,0.07995485046019901,0.10616277800778183,0.7776775344727584,-0.24583763030562134,0.0,1.3212262192547828,1.0003222955574582,0.023439952349144155,0.00015842609739791236,0.03915028508497609
0.06,0.07224570486825632,0.10615711337307601,0.710222651390933,-0.24682226542392716,0.0,1.3212760682027496,0.9030305057894087,0.02343675952520143,-0.0075507194945447775,0.03816564996667027
0.08,0.06473304612529618,0.10615342901554582,0.6440041606531107,-0.24778737929196437,0.0,1.3213249957042195,0.8183264213377883,0.023434127836094408,-0.01506337823750492,0.03720053609863305
