ma,n_total,n_meets,annret_mean,annret_std,annret_min,annret_max,maxdd_mean,maxdd_std,maxdd_best,maxdd_worst
200,32,0,0.06902740477744737,0.0019906619193272566,0.06523643507853105,0.07323602779478677,-0.25511328939796174,0.007635378644287374,-0.24740827267755094,-0.2732756185708607
300,32,0,0.07058411537562165,0.001833338292849238,0.06708298127388646,0.07349904443552968,-0.25496510812959977,0.008346534945737404,-0.24546199930753954,-0.2732756185708606
400,32,0,0.07018038129138676,0.0017376774534648629,0.06670387245261367,0.07271556478436758,-0.2538595616767773,0.009093365671067747,-0.24186695132745917,-0.2781802091303254
